adjusted_appropriation,fund_no,dept_no,activity_code,object_code,sub_object_code,account_description,department
73674,2989,290,420190,110,000,SALARIES AND WAGES,Police
0,2989,290,420190,115,000,SALARIES/HEALTH INSURANCE BENEFIT,Police
76745,2989,290,420190,120,000,OVERTIME,Police
760,2989,290,420190,130,000,OTHER,Police
39600,2989,290,420190,140,000,EMPLOYER CONTRIBUTIONS,Police
11895,2989,290,420190,141,000,STATE RETIREMENT CONTRIBUTIONS,Police
0,2989,290,420191,110,000,SALARIES AND WAGES,Police
0,2989,290,420191,115,000,SALARIES/HEALTH INSURANCE BENEFIT,Police
0,2989,290,420191,120,000,OVERTIME,Police
0,2989,290,420191,140,000,EMPLOYER CONTRIBUTIONS,Police
0,2989,290,420191,370,000,TRAVEL,Police
0,2989,290,420196,120,000,OVERTIME,Police
4525,2989,290,420196,210,000,OFFICE SUPPLIES,Police
-3438,2989,290,420196,220,000,OPERATING SUPPLIES,Police
16530,2989,290,420196,350,000,PROFESSIONAL SERVICES,Police
850,2989,290,420196,370,000,TRAVEL,Police
6996,2989,290,420196,500,000,FIXED CHARGES,Police
0,2989,290,420198,120,000,OVERTIME,Police
0,2989,290,420198,140,000,EMPLOYER CONTRIBUTIONS,Police
14025,2989,290,420198,210,000,OFFICE SUPPLIES,Police
7000,2989,290,420198,220,000,OPERATING SUPPLIES,Police
64000,2989,290,420198,350,000,PROFESSIONAL SERVICES,Police
0,2989,290,420198,360,000,REPAIR & MAINTENANCE,Police
1700,2989,290,420198,370,000,TRAVEL,Police
53637,2989,290,420198,500,000,FIXED CHARGES,Police
500,2991,400,470715,370,000,TRAVEL,"Community Planning, Development, & Innovation"
54000,2991,400,470715,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
475000,2991,400,470720,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
2500,2991,400,470730,370,000,TRAVEL,"Community Planning, Development, & Innovation"
250,2991,400,470730,380,000,TRAINING,"Community Planning, Development, & Innovation"
184000,2991,400,470730,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
500,2992,400,470725,210,000,OFFICE SUPPLIES,"Community Planning, Development, & Innovation"
250,2992,400,470725,310,000,COMMUNICATIONS,"Community Planning, Development, & Innovation"
1250,2992,400,470725,320,000,PRINTING & DUPLICATING,"Community Planning, Development, & Innovation"
1250,2992,400,470725,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Community Planning, Development, & Innovation"
1500,2992,400,470725,370,000,TRAVEL,"Community Planning, Development, & Innovation"
1500,2992,400,470725,380,000,TRAINING,"Community Planning, Development, & Innovation"
600000,2992,400,470725,700,000,GRANTS & CONTRIBUTIONS,"Community Planning, Development, & Innovation"
0,3000,390,521000,800,000,OTHER OBJECTS,Transfers
565000,3091,390,490100,610,000,PRINCIPAL,Transfers
10170,3091,390,490100,620,000,INTEREST / SERVICE FEES,Transfers
400000,3092,390,490100,610,000,PRINCIPAL,Transfers
28704,3092,390,490100,620,000,INTEREST / SERVICE FEES,Transfers
0,3100,390,521000,800,000,OTHER OBJECTS,Transfers
15000,3460,390,510100,610,000,PRINCIPAL,Transfers
3250,3460,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
10000,3461,390,510100,610,000,PRINCIPAL,Transfers
2900,3461,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
15000,3462,390,510100,610,000,PRINCIPAL,Transfers
5260,3462,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
20000,3463,390,510100,610,000,PRINCIPAL,Transfers
8800,3463,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
35000,3464,390,510100,610,000,PRINCIPAL,Transfers
12250,3464,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
27000,3465,390,510100,610,000,PRINCIPAL,Transfers
3619,3465,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
29000,3466,390,510100,610,000,PRINCIPAL,Transfers
14411,3466,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
21178,3467,390,510100,610,000,PRINCIPAL,Transfers
6408,3467,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
20478,3468,390,510100,610,000,PRINCIPAL,Transfers
9470,3468,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
17000,3469,390,510100,610,000,PRINCIPAL,Transfers
13558,3469,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
0,3473,280,430262,350,000,PROFESSIONAL SERVICES,Transfers
0,3473,390,510100,610,000,PRINCIPAL,Transfers
0,3473,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
25000,3532,390,510100,610,000,PRINCIPAL,Transfers
1650,3532,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
16000,3533,390,510100,610,000,PRINCIPAL,Transfers
1125,3533,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
16000,3534,390,510100,610,000,PRINCIPAL,Transfers
1725,3534,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
28000,3536,390,510100,610,000,PRINCIPAL,Transfers
3075,3536,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
100000,3540,390,510100,610,000,PRINCIPAL,Transfers
20293,3540,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
45000,3541,390,510100,610,000,PRINCIPAL,Transfers
15790,3541,390,510100,620,000,PINEVIEW PARK/INT,Transfers
111500,3544,390,510100,610,000,SID 544C/PRINCIPAL,Transfers
28649,3544,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
0,3544,550,510100,610,000,SID 544B ARRA/PRINCIPAL,Unmapped
0,3544,550,510100,620,000,INTEREST / SERVICE FEES,Unmapped
0,3544,555,510100,610,000,SID 544D LOLOD/PRINCIPAL,Unmapped
0,3544,555,510100,620,000,SID 544 D INTEREST / SERVICE FEES,Unmapped
115000,3549,390,510100,610,000,SID 544C/PRINCIPAL,Transfers
57080,3549,390,510100,620,000,INTEREST / SERVICE FEES,Transfers
0,4010,390,410001,940,000,GENERAL GOV'T LIGHT CORE EQUIP,Transfers
275450,4011,390,410560,940,000,MACHINERY & EQUIPMENT,Transfers
124350,4011,390,410561,940,000,MACHINERY & EQUIPMENT,Transfers
155000,4011,390,410562,940,000,MACHINERY & EQUIPMENT,Transfers
45000,4011,390,410563,940,000,MACHINERY & EQUIPMENT,Transfers
938302,4013,390,410240,930,000,FEDERAL BUILDING REHABILITATION,Transfers
950000,4013,390,410240,940,000,NEW FINANCIAL REPORTING SOFTWARE,Transfers
143800,4013,390,411120,930,211,CASE MANAGEMENT DATABASE,Transfers
0,4013,390,411231,930,000,IMPROVEMENTS,Transfers
1046450,4020,390,420291,940,000,POLICE LIGHT CORE EQUIPMENT,Transfers
0,4020,390,420295,940,000,PD COMMUNICATION & EQUIP REPLACEMENT,Transfers
411223,4020,390,420301,940,000,FIRE LIGHT CORE EQUIPMENT,Transfers
1201448,4020,390,420302,940,000,FIRE HEAVY CORE EQUIPMENT,Transfers
0,4020,390,420305,940,000,FIRE COMMUNICATION & EQUIP REPLACEMENT,Transfers
1500000,4023,390,420001,940,000,MACHINERY & EQUIPMENT,Transfers
44812,4023,390,420120,930,231,MPD FACILITIES PH 1,Transfers
95000,4030,390,430001,940,000,PW CORE LIGHT EQUIPMENT,Transfers
1405000,4030,390,430002,940,000,PW CORE HEAVY EQUIP,Transfers
250000,4033,280,430262,930,000,IMPROVEMENTS,Transfers
0,4033,280,430262,930,001,ASSESSMENT SW/C PROJECTS,Transfers
81780,4033,280,430262,930,211,EATON SIDEWALKS,Transfers
242792,4033,280,430262,930,221,RUSSELL/FAIRGROUNDS TRAIL XWALK,Transfers
2117648,4033,280,430262,930,222,TURNER/WORDEN,Transfers
1688024.6,4033,280,430262,930,223,IVY/FRANKLIN/PARK GREENWAY,Transfers
20963.63,4033,280,430262,930,224,WESTSIDE AREA MOBILITY,Transfers
120000,4033,280,430262,930,225,EATON SW PHASE II,Transfers
50000,4033,280,430262,930,226,BURTON GREENWAY,Transfers
76000,4033,280,430262,930,227,IVY/FRANKLIN/PARK GREENWAY PH II,Transfers
360411.52,4033,280,430262,930,231,KENT/CENTRAL GREENWAY PH I,Transfers
0,4033,280,430262,930,241,TRINITY APARTMENTS,Transfers
940056,4034,280,430232,110,241,DOWNTOWN SAM PROJECT,Transfers
24755342,4034,280,430232,930,241,DOWNTOWN SAM PROJECT,Transfers
2893200,4035,280,430232,930,000,IMPROVEMENTS,Transfers
117377.07,4035,280,430232,930,194,SOUTH AVE IMPROVEMENTS,Transfers
37453.88,4035,280,430232,930,195,LOWER MILLER CR RD IMPROVEMENTS,Transfers
386020.97,4035,280,430232,930,196,MULLAN ROAD IMPROVEMENTS,Transfers
87866.71,4035,280,430232,930,211,GEORGE ELMER/CATTLE DRIVE,Transfers
220000,4035,280,430232,930,231,SCOTT ST IMP - OTIS TO PHILLIPS,Transfers
0,4035,280,430232,930,242,CALIFORNIA ST RECONSTRUCTION,Transfers
181103,4037,280,430264,350,201,RAILROAD QUIET ZONE,Transfers
99477,4060,390,411300,610,000,INTERNALLY FINANCED EQUIP/PRINCIPAL,Transfers
3635,4060,390,411300,620,000,INTEREST / SERVICE FEES,Transfers
80000,4060,390,490102,610,000,2010C ENERGY BOND PRINCIPAL,Transfers
6800,4060,390,490102,620,000,2010C ENERGY BONDS INTEREST/SERVICE FEE,Transfers
495289,4060,390,490104,610,000,FY16A LIMITED OBLG PRINCIPAL,Transfers
180819,4060,390,490104,620,000,FY16A LIMITED OBLG INTEREST/SERVICE FEE,Transfers
1785779,4060,390,490504,610,000,CORE FINANCED EQUIP-PRINCIPAL,Transfers
171512,4060,390,490504,620,000,CORE FINANCED EQUIP-INTEREST,Transfers
385000,4080,390,460001,940,000,PARKS LIGHT CORE EQUIPMENT,Transfers
2651780,4081,370,460400,930,000,IMPROVEMENTS,Transfers
149363,4081,370,460400,930,211,OPEN SPACE REFORESTATION,Transfers
112444.71,4081,370,460400,930,221,EAST CARAS PARK,Transfers
112206,4081,370,460400,930,223,REDFERN PARK,Transfers
484175,4081,370,460400,930,224,SPORTS COURTS IMPROVEMENTS,Transfers
268522,4081,370,460400,930,231,PLAYFAIR TENNIS COURTS,Transfers
115205,4081,370,460400,930,233,BONNER BANDSHELL,Transfers
72000,4081,370,460400,930,234,DOWNTOWN LIONS PARK,Transfers
88708,4081,370,460400,930,241,FMRP PLANNING & IMPLEMENTATION,Transfers
60931.52,4081,370,460400,930,242,BELLEVUE MASTER PLAN,Transfers
36000,4081,370,460400,930,243,SYRINGA PHASE II,Transfers
150000,4081,370,460400,930,244,NORTHSIDE PARK ANNEX,Transfers
0,4081,370,460400,930,245,RESTROOM REPLACE,Transfers
0,4081,370,460401,930,241,MILWAUKEE TRAIL WIDENING,Transfers
0,4081,370,460401,930,242,MILWAUKEE & BITTERROOT CRACK REPAIR,Transfers
0,4081,370,460401,930,243,HAL'S WALK,Transfers
0,4081,370,460401,930,244,RON MCDONALD TRAIL,Transfers
0,4081,370,460401,930,245,SOUTH HILLS TRAIL,Transfers
15017,4081,370,460433,930,191,HELLGATE PARK,Transfers
668344,4081,370,460433,930,203,WESTSIDE PHASE I,Transfers
3276093,4081,370,460434,930,211,NORTHSIDE PEDESTRIAN BRIDGE,Transfers
150000,4081,370,460501,930,241,PLAYFAIR PARK MASTER PLAN,Transfers
120000,4081,370,460501,930,242,KOLY PARK,Transfers
400000,4083,370,460433,930,000,IMPROVEMENTS,Transfers
22290,4083,370,460484,930,231,BARMEYER PARKING LOT,Transfers
0,4083,370,460484,930,232,SYRINGA PARK PH II,Transfers
22026,4083,370,460525,900,201,RATTLESNAKE DAM REMOVAL - HMG,Transfers
40000,4083,370,460525,930,000,IMPROVEMENTS,Transfers
38604,4083,370,460525,930,201,RATTLESNAKE DAM REMOVAL,Transfers
100000,4083,370,460525,930,211,CLARK FORK RESTORATION,Transfers
1537500,4130,370,460484,910,000,LAND,Transfers
0,4467,280,430262,930,000,IMPROVEMENTS,Transfers
0,4468,280,430262,930,000,IMPROVEMENTS,Transfers
15982268,4980,280,430233,930,000,IMPROVEMENTS,Transfers
0,4980,280,430233,930,242,GEORGE ELMER MCNETT FLATS,Transfers
45986,5020,395,490200,610,000,PRINCIPAL,Parking Commission
70188,5020,395,490200,620,000,INTEREST / SERVICE FEES,Parking Commission
0,5020,395,510000,830,000,DEPRECIATION,Parking Commission
0,5020,395,510000,845,000,CONTINGENCY,Parking Commission
0,5210,335,430210,135,000,OPEB EXPENSE,"Public Works, Mobility, & Infrastructure"
0,5210,335,430210,145,000,OPEB CONTRIBUTION,"Public Works, Mobility, & Infrastructure"
0,5210,335,430210,190,000,PENSION EXPENSE,"Public Works, Mobility, & Infrastructure"
987638,5210,335,430510,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
0,5210,335,430510,115,000,SALARIES/HEALTH INSURANCE BENEFIT,"Public Works, Mobility, & Infrastructure"
4080,5210,335,430510,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
394257,5210,335,430510,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
953,5210,335,430510,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
37160,5210,335,430510,210,000,OFFICE SUPPLIES,"Public Works, Mobility, & Infrastructure"
6032,5210,335,430510,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
6841,5210,335,430510,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
0,5210,335,430510,235,000,VEHICLE REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
116305,5210,335,430510,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
39620,5210,335,430510,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
45033,5210,335,430510,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
36000,5210,335,430510,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
7668,5210,335,430510,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
112959,5210,335,430510,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
73178,5210,335,430510,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
10813,5210,335,430510,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
12790,5210,335,430510,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
1363574,5210,335,430510,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
85000,5210,335,430510,510,000,INSURANCE,"Public Works, Mobility, & Infrastructure"
0,5210,335,430510,530,000,RENT,"Public Works, Mobility, & Infrastructure"
12000,5210,335,430510,700,000,GRANTS & CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
144488,5210,335,430520,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
2550,5210,335,430520,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
55359,5210,335,430520,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
142,5210,335,430520,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
716,5210,335,430520,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
47186,5210,335,430520,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
52398,5210,335,430520,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
0,5210,335,430520,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
763,5210,335,430520,340,000,WASTEWATER,"Public Works, Mobility, & Infrastructure"
2943,5210,335,430520,342,000,STORM WATER,"Public Works, Mobility, & Infrastructure"
4305,5210,335,430520,343,000,WATER CHARGES,"Public Works, Mobility, & Infrastructure"
100000,5210,335,430520,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
138478,5210,335,430520,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
233000,5210,335,430520,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
713963,5210,335,430530,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
14180,5210,335,430530,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
8680,5210,335,430530,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
247725,5210,335,430530,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
703,5210,335,430530,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
237817,5210,335,430530,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
189813,5210,335,430530,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
0,5210,335,430530,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
1864433,5210,335,430530,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
210,5210,335,430530,343,000,WATER CHARGES,"Public Works, Mobility, & Infrastructure"
128035,5210,335,430530,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
150000,5210,335,430530,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
10000,5210,335,430530,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
10000,5210,335,430530,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
5000,5210,335,430530,530,000,RENT,"Public Works, Mobility, & Infrastructure"
0,5210,335,430530,660,000,LEASE PAYMENTS - INTEREST,"Public Works, Mobility, & Infrastructure"
0,5210,335,430530,835,000,LEASE AMORTIZATION EXPENSE,"Public Works, Mobility, & Infrastructure"
165492,5210,335,430530,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
0,5210,335,430531,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
0,5210,335,430531,360,241,MCKINLEY DAM REMOVAL PROJECT,"Public Works, Mobility, & Infrastructure"
351709.89,5210,335,430533,930,191,UPPER LINCOLN HILLS WATER TANK,"Public Works, Mobility, & Infrastructure"
406140.64,5210,335,430533,930,192,LOWER LINCOLN HILLS WATER TANK,"Public Works, Mobility, & Infrastructure"
59251.57,5210,335,430533,930,201,UPPER PROSPECT RESERVOIR,"Public Works, Mobility, & Infrastructure"
250000,5210,335,430535,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
0,5210,335,430535,930,181,SOUTH AVE WELL,"Public Works, Mobility, & Infrastructure"
200000,5210,335,430535,930,222,IMPROVEMENTS PATTEE CREEK/STEPHENS WELL,"Public Works, Mobility, & Infrastructure"
37500,5210,335,430535,930,224,CLOUSE WELL,"Public Works, Mobility, & Infrastructure"
69024.97,5210,335,430535,930,231,AIRPORT WELL,"Public Works, Mobility, & Infrastructure"
362000,5210,335,430535,930,245,PUMPS AND MOTORS UPGRADES,"Public Works, Mobility, & Infrastructure"
0,5210,335,430538,930,000,SCADA,"Public Works, Mobility, & Infrastructure"
1126893,5210,335,430550,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
50190,5210,335,430550,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
19840,5210,335,430550,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
456684,5210,335,430550,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
1134,5210,335,430550,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
64055,5210,335,430550,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
100000,5210,335,430550,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
0,5210,335,430550,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
25000,5210,335,430550,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
457001,5210,335,430550,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
10000,5210,335,430550,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
10000,5210,335,430550,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
0,5210,335,430550,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
150000,5210,335,430550,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
0,5210,335,430550,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
131000,5210,335,430551,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
1030806,5210,335,430551,930,213,NORTH 2ND MAIN REPLACE,"Public Works, Mobility, & Infrastructure"
952150.59,5210,335,430551,930,216,N 5TH & N 6TH MAIN REPLACE,"Public Works, Mobility, & Infrastructure"
295611.34,5210,335,430551,930,221,S 2ND COTTONWOOD MAIN REPLACE,"Public Works, Mobility, & Infrastructure"
242862.87,5210,335,430551,930,222,LOWER RATTLESNAKE FIREFLOW PRV,"Public Works, Mobility, & Infrastructure"
165452.92,5210,335,430551,930,223,SUSSEX AND CENTRAL MAIN REPLACEMENT,"Public Works, Mobility, & Infrastructure"
51663.22,5210,335,430551,930,224,MOUNT PARK CROSBY MAIN REPLACEMENT,"Public Works, Mobility, & Infrastructure"
2888712,5210,335,430551,930,225,E FRONT WATER MAIN REPLACE,"Public Works, Mobility, & Infrastructure"
969708.9,5210,335,430551,930,231,S 5TH MAIN REPLACE,"Public Works, Mobility, & Infrastructure"
1306185,5210,335,430551,930,241,S 4TH ST RUSSELL TO ORANGE,"Public Works, Mobility, & Infrastructure"
1050000,5210,335,430551,930,242,EDITH - MOUNT TO CROSBY,"Public Works, Mobility, & Infrastructure"
1142754,5210,335,430551,930,245,E BECKWITH - HIGGINS TO HELEN,"Public Works, Mobility, & Infrastructure"
1080000,5210,335,430551,930,246,RATTLESNAKE - MONROE/JACKSON,"Public Works, Mobility, & Infrastructure"
50000,5210,335,430553,940,000,HYDRANTS,"Public Works, Mobility, & Infrastructure"
250000,5210,335,430559,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
1807609,5210,335,430559,930,211,HARLEQUIN COURT MAIN,"Public Works, Mobility, & Infrastructure"
1649568,5210,335,430597,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
68639,5210,335,439000,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
115000,5210,335,439000,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
53000,5210,335,439000,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
3023754,5210,335,490200,610,000,PRINCIPAL,"Public Works, Mobility, & Infrastructure"
4860973,5210,335,490200,620,000,INTEREST / SERVICE FEES,"Public Works, Mobility, & Infrastructure"
6322,5210,335,510110,550,000,MERCHANT SERVICE FEES,"Public Works, Mobility, & Infrastructure"
0,5210,335,510400,830,000,DEPRECIATION,"Public Works, Mobility, & Infrastructure"
0,5215,335,430530,390,000,OTHER PURCHASED SERVICES,"Public Works, Mobility, & Infrastructure"
360000,5225,335,430530,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
150000,5225,335,430550,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
637437,5311,330,430610,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
0,5311,330,430610,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
0,5311,330,430610,135,000,OPEB EXPENSE,"Public Works, Mobility, & Infrastructure"
222204,5311,330,430610,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
611,5311,330,430610,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
0,5311,330,430610,145,000,OPEB CONTRIBUTION,"Public Works, Mobility, & Infrastructure"
0,5311,330,430610,190,000,PENSION EXPENSE,"Public Works, Mobility, & Infrastructure"
4137,5311,330,430610,210,000,OFFICE SUPPLIES,"Public Works, Mobility, & Infrastructure"
3544,5311,330,430610,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
93,5311,330,430610,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
43216,5311,330,430610,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
22063,5311,330,430610,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
105,5311,330,430610,320,000,PRINTING & DUPLICATING,"Public Works, Mobility, & Infrastructure"
0,5311,330,430610,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
2857,5311,330,430610,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
21,5311,330,430610,345,000,GARBAGE,"Public Works, Mobility, & Infrastructure"
47626,5311,330,430610,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
69402,5311,330,430610,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
10209,5311,330,430610,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
6200,5311,330,430610,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
0,5311,330,430610,390,000,OTHER PURCHASED SERVICES,"Public Works, Mobility, & Infrastructure"
1340220,5311,330,430610,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
0,5311,330,430610,550,000,MERCHANT SERVICE FEES,"Public Works, Mobility, & Infrastructure"
8050,5311,330,430610,700,000,GRANTS & CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
125000,5311,330,430610,940,000,MACHINERY & EQUIPMENT,"Public Works, Mobility, & Infrastructure"
224000,5311,330,430623,930,000,IMPROVEMENTS,"Public Works, Mobility, & Infrastructure"
821507,5311,330,430630,110,000,SALARIES AND WAGES,"Public Works, Mobility, & Infrastructure"
19040,5311,330,430630,120,000,OVERTIME,"Public Works, Mobility, & Infrastructure"
19827,5311,330,430630,130,000,OTHER,"Public Works, Mobility, & Infrastructure"
327738,5311,330,430630,140,000,EMPLOYER CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
829,5311,330,430630,141,000,STATE RETIREMENT CONTRIBUTIONS,"Public Works, Mobility, & Infrastructure"
23768,5311,330,430630,220,000,OPERATING SUPPLIES,"Public Works, Mobility, & Infrastructure"
102500,5311,330,430630,230,000,REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
5582,5311,330,430630,231,000,GASOLINE,"Public Works, Mobility, & Infrastructure"
31427,5311,330,430630,235,000,VEHICLE REPAIR/MAINTENANCE,"Public Works, Mobility, & Infrastructure"
2050,5311,330,430630,240,000,OTHER SUPPLIES,"Public Works, Mobility, & Infrastructure"
513,5311,330,430630,310,000,COMMUNICATIONS,"Public Works, Mobility, & Infrastructure"
375,5311,330,430630,320,000,PRINTING & DUPLICATING,"Public Works, Mobility, & Infrastructure"
1025,5311,330,430630,330,000,PUBLICITY SUBSCRIPTIONS & DUES,"Public Works, Mobility, & Infrastructure"
130141,5311,330,430630,341,000,ELECTRICITY & NATURAL GAS,"Public Works, Mobility, & Infrastructure"
5362,5311,330,430630,343,000,WATER CHARGES,"Public Works, Mobility, & Infrastructure"
8370,5311,330,430630,344,000,TELEPHONE SERVICE,"Public Works, Mobility, & Infrastructure"
41626,5311,330,430630,350,000,PROFESSIONAL SERVICES,"Public Works, Mobility, & Infrastructure"
146360,5311,330,430630,360,000,REPAIR & MAINTENANCE,"Public Works, Mobility, & Infrastructure"
575,5311,330,430630,370,000,TRAVEL,"Public Works, Mobility, & Infrastructure"
3500,5311,330,430630,380,000,TRAINING,"Public Works, Mobility, & Infrastructure"
62185,5311,330,430630,500,000,FIXED CHARGES,"Public Works, Mobility, & Infrastructure"
