fund,dept_no,activity,program_title_h8,requested_title_change_i9,department_h6,ftes_h36,personnel_g27,o&m_g28,debt_g29,grant_g30,transfers_g31,capital_g32,total_expenditures_g33,cost_recovery_e58_yn,cost_recovery_p24_percent,description_e12,additional_activities_e20,mandate_e41_yn,mandate_h41_entity,mandate_e43_descript,service_level_e47_yn,service_level_h47_entity,service_level_e49_descript,reliance_e53_level,reliance_e55_high_descript,strategic_goal_e64_yn,strategic_goal_e66_name,strategic_goal_e68_action_descript,strategic_goal_e74_additional_actions,strategic_goal_e80_2nd_additional_actions,trend_demand_e87_level,trend_demand_e89_descript,risk_e93_type,risk_e95_descript
1000,300,429000,PUBLIC SAFETY ONETIME EXPENSES,0,Fire,0.0,0.0,0.0,0,0.0,0,163090.0,163090.0,Yes,1.0,"This program is for tracking one time budget approvals. For FY24 those include purchase of an SCBA fill station, compressor, and washer for Station 4. It also included replacing the failing HVAC system for the training/public meeting room at Station 4.",0,No,0,0,No,0,0,0,0,Yes,Organizational Excellence and Resilience,"Coordinate the planning and execution of necessary facility improvement projects to support operations and service delivery for Police, Public Works & Mobility, Parks and Recreation and Fire",0,0,0,0,0,0
1000,300,429001,ARPA - PUBLIC SAFETY ONE-TIME 1,Mobile Support Team,Fire,6.0,438574.0,110871.0,0,807149.0,0,0.0,1356594.0,Yes,0.514109600956513,"This program is inclusive of the Mobile Support Team (MST) and the costs associated. The program consists of EMTs that are City employees as well as clinicians that are Partnership Health employees. The budget consists of salaries and benefits for the City employees, supplies, fuel, utilities, phone, rent for 200 Prince Street (MST location), assistance to clients in need, payment to PHC for the clinicians. This program is currently supported by Crisis Diversion grants from the State of Montana and ARPA funds from both City and County.",0,No,0,0,Yes,Granting Agency,The professional services agreement with Missoula County requires us to provide a specific level of service.,High,High level of disruption if this program were discontinued,Yes,"Community Safety, Health and Well-Being",Continue support of the Mobile Support Team.,0,0,Demand for service is increasing,"Since inception of this program, the demand for MST response to emergency calls has continued to grow and has become an integral part of the emergency response system. The program helps to divert individuals from emergency rooms and jails, as well as reducing on scene time or response from both the fire department and police department.",Financial Risk,This program is currently funded by grants or ARPA funds. Loss of those funding streams would cause the program to be shut down. It is critical to identify permanent funding stream.
1225,300,420460,OPERATIONS,All Hazards Operations,Fire,0.0,3361975.0,100000.0,0,0.0,0,0.0,3461975.0,Yes,1.00366264921035,"The Missoula Fire Department provides contracted assistance to other states or agencies for many types of hazards - wild land fires, hurricanes, floods, pandemics. This account allows us a mechanism to pay the employees and related costs for responding on these incidents. This account is cost neutral to the City as we bill for all our associated costs.",0,No,0,0,No,0,0,Low,0,No,0,0,0,0,Demand for service is stable,0,Low/No Risk,0
2394,310,420500,PROTECTIVE INSPECTIONS,0,"Community Planning, Development, & Innovation",16.83,1956507.0,1118897.0,0,0.0,1428,270000.0,3346832.0,Yes,0.581184236316612,This activity is a protected fund that is charged with expenditures for building inspection and permit review. The buliding code enforcement program has been certified in accordance with MCA 50-60-30 and all expenses shall be in accordance with Admin Rule 24.301.203.,0,Yes,Required by State Law,The buliding code enforcement program has been certified in accordance with MCA 50-60-30.,Yes,Required by State Law,The state requires we provide certain services relating to the administration of the building codes however they do not have a level of service requirement.,High,High level of disruption if this program were discontinued,Yes,Organizational Excellence and Resilience,Modernize information technology systems and practices,"Invest in technology systems that support the collection, dissemination and use of relevant data to drive management decisions.",0,Demand for service is stable,Permitting and inspection activities are stable but are directly tied to the housing economy.,Financial Risk,If we do not have enough money in our reserves to sustain operations through economic downturns we cannot ensure a safe and resillient built environment for our community.
2394,310,510110,MERCHANT SERVICES,0,"Community Planning, Development, & Innovation",0.0,0.0,60000.0,0,0.0,0,0.0,60000.0,Yes,0.0,This activity is charged with expenditures for merchant service fees related to building inspection and permit review. Credit card fees are an operational expense.,0,No,0,0,No,0,0,0,0,No,0,0,0,0,Demand for service is stable,Merchant fees are a stable percentage of sales.,0,0
2399,310,420510,ADMINISTRATION,DANGEROUS BUILDING ADMINISTRATION FUND,"Community Planning, Development, & Innovation",0.0,0.0,15000.0,0,0.0,0,0.0,15000.0,No,1.0,"The City, through the Uniform Building Code (UBC) has the authority to levy a special assessment on property where a building on the property has been declared a danger in need of abatement. The UBC requires that a separate fund be established to account for the costs of steps taken to abate a danger or demolish a building. The City Council may then levy a special assessment upon this property to recover its costs. This fund receives advances from the general fund to do the demolition, collects the lien assessment, and returns the money back to the general fund after collection of the assessment.",0,Yes,Required by City Charter,This fund is to keep the advance from the general fund separate from the protective inspections fund.,No,0,0,0,0,No,0,0,0,0,Demand for service is stable,No change in use.,0,blank
2512,320,430210,ADMINISTRATION,Streets Administration,"Public Works, Mobility, & Infrastructure",0.0,0.0,46718.0,0,0.0,9384,0.0,56102.0,Yes,0.0,"General Administrative charges for the Public Works & Mobility Department - Streets division. Provides support, business and financial management, communication, safety and risk management services, utility billing, and customer service. Ensures our internal and external customers receive high-quality service.",0,No,0,0,No,0,0,High,Internal Organizational (City) Dependence,Yes,Organizational Excellence and Resilience,Establish mechanisms to formally incorporate strategic lenses into structured decision-making.,Share best practices for integrating measurable goals and objectives into work plans.,"Evaluate and revise business processes, technologies, and staffing levels to achieve greater efficiency and effectiveness.",Demand for service is evolving,Always assessing for performance and efficiency,Low/No Risk,0
2512,320,430230,STREET RESTORATION,STREET MAINTENANCE,"Public Works, Mobility, & Infrastructure",23.42,2208350.0,889907.0,0,0.0,0,0.0,3098257.0,Yes,0.0258209696613289,"Supports purchase of essential supplies and labor for street repair and maintenance outside of winter months and unrelated to street sweeping.  Funds purchase of  hand tools, equipment repair & parts, asphalt, concrete (ADA ramps), gas, diesel, and propane.","220 Operating Supplies, 230 & 360 Fleet Parts Maint, 231 Fuel, 400 Building Materials",No,0,0,No,0,"Mayor, City Council, and Public",High,High level of disruption if this program were discontinued,Yes,Community Design and Livability,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.","Prioritize transportation infrastructure projects that promote safety, mobility and reduced climate impact to create healthier, more sustainable neighborhoods and improved equity.",0,Demand for service is increasing,As the City grows and more streets are constructed more resources will be required for maintennance.,Financial Risk,Severe inflation and supply chain disruption.
2512,320,430231,ENGINEERING,Streets- Gas Tax,"Public Works, Mobility, & Infrastructure",0.0,0.0,0.0,0,0.0,0,408500.0,408500.0,Yes,1.0,Typically supports purchase of constsruction materials for annual chip seal program and winter sand aggregate.,0,No,0,0,No,0,"Mayor, City Council, and Public",High,High level of disruption if this program were discontinued,Yes,Community Design and Livability,"Prioritize transportation infrastructure projects that promote safety, mobility and reduced climate impact to create healthier, more sustainable neighborhoods and improved equity.","Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.",0,Demand for service is increasing,As the City grows and more streets are constructed more resources will be required for maintennance and safe winter use.,Financial Risk,"State Legislature or MDT regulations could change allocation amount, but has never occured.  Typically funding increases annually."
2512,320,430241,BaRSSA (Gas Tax),Streets-BaRSSA (Gas Tax),"Public Works, Mobility, & Infrastructure",0.0,0.0,0.0,0,0.0,0,250000.0,250000.0,Yes,1.0,"This activity is charged with costs relating to capital projects including road/street construction or reconstruction, improvements, or additions to any existing road/street which result in increased traffic service ability. Funding typically used for larger street improvements including milling, paving, and ADA ramp up-grades.  Examples: (FY 23)Beckwith, Grant Creek, Schilling, Lincoln Hills.  (FY24) California Street and Turner Worden.",NO,No,0,0,No,0,"Mayor, City Council, Public",High,High level of disruption if this program were discontinued,Yes,Community Design and Livability,"Prioritize maintenance and repair of existing infrastructure, particularly infrastructure that serves underserved areas or populations.","Prioritize transportation infrastructure projects that promote safety, mobility and reduced climate impact to create healthier, more sustainable neighborhoods and improved equity.",0,Demand for service is increasing,As the City grows and more streets are constructed more resources will be required for maintennance.,Financial Risk,"State Legislature or MDT regulations could change allocation amount, but has never occured.  Typically funding increases annually."
